

Trajectories
100
,,Stylo:Corps1,,,
Frame,Sub Frame,X,Y,Z
1496,0,-95.491,38.543,161.904
1497,0,-95.4068,38.4973,161.881
1498,0,-95.3438,38.4533,161.883
1499,0,-95.23,38.3711,161.876
1500,0,-95.2027,38.2503,161.865
1501,0,-95.1033,38.1955,161.86
1502,0,-95.1433,38.1449,161.87
1503,0,-95.115,38.1352,161.884
1504,0,-95.1318,38.1235,161.878
1505,0,-95.0518,38.0443,161.902
1506,0,-94.9581,37.9832,161.887
1507,0,-94.9092,37.9178,161.886
1508,0,-94.9102,37.9171,161.897
1509,0,-94.8176,37.8063,161.889
1510,0,-94.7446,37.5938,161.862
1511,0,-94.6254,37.4562,161.886
1512,0,-94.6457,37.341,161.874
1513,0,-94.5984,37.325,161.878
1514,0,-94.5729,37.3289,161.891
1515,0,-94.441,37.2661,161.877
1516,0,-94.2802,37.1588,161.87
1517,0,-94.5933,36.7042,161.665
1518,0,-94.5391,36.6067,161.646
1519,0,-94.0629,36.7569,161.842
1520,0,-94.0002,36.7032,161.843
1521,0,-93.9215,36.6053,161.842
1522,0,-93.8656,36.5201,161.822
1523,0,-93.7325,36.4496,161.825
1524,0,-93.6117,36.3595,161.843
1525,0,-93.5312,36.3167,161.856
1526,0,-93.43,36.2695,161.849
1527,0,-93.3298,36.2295,161.864
1528,0,-93.2161,36.1249,161.857
1529,0,-93.1312,36.0873,161.872
1530,0,-93.0869,36.027,161.868
1531,0,-93.0792,36.0225,161.865
1532,0,-92.9885,35.9689,161.906
1533,0,-93.0195,35.9332,161.914
1534,0,-92.9741,35.9107,161.923
1535,0,-92.8752,35.8903,161.928
1536,0,-92.8327,35.8532,161.942
1537,0,-92.7293,35.8423,161.95
1538,0,-92.6764,35.7724,161.915
1539,0,-92.5148,35.6589,161.923
1540,0,-92.4317,35.586,161.927
1541,0,-92.396,35.5242,161.932
1542,0,-92.3718,35.514,161.917
1543,0,-92.2731,35.4466,161.941
1544,0,-92.1185,35.3155,161.928
1545,0,-92.0346,35.1946,161.898
1546,0,-91.908,35.0779,161.916
1547,0,-91.9207,35.0559,161.919
1548,0,-91.8515,34.9917,161.922
1549,0,-91.8497,34.9497,161.915
1550,0,-91.7804,34.9057,161.926
1551,0,-91.7106,34.8645,161.906
1552,0,-91.5779,34.7397,161.892
1553,0,-91.4795,34.6442,161.862
1554,0,-91.3828,34.5274,161.854
1555,0,-91.3764,34.5018,161.9
1556,0,-91.2984,34.4334,161.877
1557,0,-91.1841,34.3211,161.871
1558,0,-91.0434,34.1774,161.854
1559,0,-90.921,34.0737,161.862
1560,0,-90.8572,33.9918,161.846
1561,0,-90.7595,33.8709,161.85
1562,0,-90.6912,33.7892,161.861
1563,0,-90.6365,33.7283,161.863
1564,0,-90.5372,33.6206,161.876
1565,0,-90.4604,33.5588,161.878
1566,0,-90.3902,33.4911,161.878
1567,0,-90.3191,33.4259,161.877
1568,0,-90.2585,33.3901,161.884
1569,0,-90.1783,33.3679,161.91
1570,0,-90.1258,33.3314,161.895
1571,0,-90.0586,33.2796,161.904
1572,0,-90.0087,33.2218,161.882
1573,0,-89.9182,33.1356,161.897
1574,0,-89.9193,33.1009,161.885
1575,0,-89.862,33.0724,161.91
1576,0,-89.8047,33.0546,161.907
1577,0,-89.7528,33.0287,161.903
1578,0,-89.6408,32.9872,161.885
1579,0,-89.5884,32.9006,161.893
1580,0,-89.5556,32.8381,161.875
1581,0,-89.4599,32.7833,161.897
1582,0,-89.408,32.7101,161.899
1583,0,-89.284,32.6063,161.882
1584,0,-89.1681,32.5567,161.906
1585,0,-88.9312,32.6623,162.031
1586,0,-88.8409,32.6428,162.024
1587,0,-88.7866,32.5062,162.004
1588,0,-88.6964,32.3648,161.96
1589,0,-88.6673,32.2589,161.956
1590,0,-88.6324,32.1317,161.926
1591,0,-88.6561,31.996,161.886
1592,0,-88.5515,32.0164,161.959
1593,0,-88.5808,31.8625,161.882
1594,0,-88.4529,31.8955,161.899
1595,0,-88.3453,31.8547,161.91
1596,0,-88.2231,31.7341,161.891
1597,0,-88.1506,31.6037,161.837
1598,0,-88.0821,31.4897,161.838
1599,0,-88.0322,31.3893,161.845
1600,0,-88.0151,31.2969,161.838
1601,0,-87.9834,31.1863,161.84
1602,0,-87.9187,31.0688,161.854
1603,0,-87.8593,30.9849,161.848
1604,0,-87.8139,30.9583,161.854
1605,0,-87.7482,30.9346,161.851
1606,0,-87.6918,30.8513,161.862
1607,0,-87.6267,30.8201,161.866
1608,0,-87.5425,30.7804,161.85
1609,0,-87.4882,30.7223,161.836
1610,0,-87.4145,30.66,161.849
1611,0,-87.3056,30.6008,161.865
1612,0,-87.2876,30.5528,161.867
1613,0,-87.2601,30.5429,161.877
1614,0,-87.1559,30.5127,161.877
1615,0,-87.0621,30.4562,161.871
1616,0,-86.9311,30.4036,161.892
1617,0,-86.7666,30.3289,161.892
1618,0,-86.5897,30.3297,161.877
1619,0,-86.4737,30.3197,161.868
1620,0,-86.3416,30.3208,161.893
1621,0,-86.1907,30.2888,161.877
1622,0,-86.0551,30.1888,161.872
1623,0,-86.0062,30.1516,161.875
1624,0,-85.9131,30.0769,161.893
1625,0,-85.8812,29.9576,161.868
1626,0,-85.7872,29.837,161.853
1627,0,-85.7669,29.7887,161.85
1628,0,-85.7415,29.7747,161.854
1629,0,-85.7128,29.7768,161.853
1630,0,-85.5995,29.7346,161.848
1631,0,-85.4689,29.6363,161.831
1632,0,-85.4109,29.5707,161.831
1633,0,-85.3861,29.51,161.835
1634,0,-85.4242,29.4787,161.858
1635,0,-85.434,29.4727,161.841
1636,0,-85.3702,29.4118,161.869
1637,0,-85.2758,29.3976,161.888
1638,0,-85.203,29.4265,161.889
1639,0,-85.0481,29.4149,161.876
1640,0,-84.8949,29.3738,161.883
1641,0,-84.8269,29.3098,161.89
1642,0,-84.6753,29.3535,161.961
1643,0,-84.5285,29.2852,162.041
1644,0,-84.4961,29.2068,162.024
1645,0,-84.3754,29.1858,162.136
1646,0,-84.3075,29.1158,162.125
1647,0,-84.2284,29.0567,162.101
1648,0,-84.1405,29.0385,162.146
1649,0,-83.9684,29.0103,162.175
1650,0,-83.9083,28.8987,162.141
1651,0,-83.7737,28.8634,162.147
1652,0,-83.6315,28.788,162.174
1653,0,-83.5578,28.7092,162.202
1654,0,-83.5385,28.6875,162.225
1655,0,-83.4398,28.6667,162.247
1656,0,-83.5013,28.5031,162.12
1657,0,-83.356,28.3754,162.076
1658,0,-83.2127,28.2699,162.092
1659,0,-83.1795,28.1891,162.033
1660,0,-83.1285,28.1496,162.037
1661,0,-83.0463,28.1093,162.032
1662,0,-82.9982,28.0258,161.983
1663,0,-82.895,27.9439,162.013
1664,0,-82.8434,27.8797,161.996
1665,0,-82.8093,27.768,161.999
1666,0,-82.762,27.6151,161.975
1667,0,-82.7518,27.457,161.94
1668,0,-82.6308,27.2877,161.901
1669,0,-82.5256,27.1324,161.874
1670,0,-82.4572,27.0661,161.873
1671,0,-82.3939,27.0682,161.888
1672,0,-82.282,27.0602,161.903
1673,0,-82.1393,26.9121,161.862
1674,0,-82.0145,26.7534,161.852
1675,0,-82.0331,26.707,161.846
1676,0,-82.0093,26.6853,161.87
1677,0,-81.885,26.5854,161.851
1678,0,-81.7166,26.4806,161.854
1679,0,-81.6668,26.3992,161.846
1680,0,-81.5654,26.3245,161.83
1681,0,-81.4482,26.22,161.825
1682,0,-81.36,26.1112,161.832
1683,0,-81.2333,25.9721,161.813
1684,0,-81.1501,25.9334,161.819
1685,0,-81.0098,25.803,161.796
1686,0,-80.8388,25.6219,161.791
1687,0,-80.6698,25.5124,161.779
1688,0,-80.559,25.4145,161.786
1689,0,-80.4028,25.4598,161.884
1690,0,-80.3618,25.3762,161.859
1691,0,-80.2074,25.2985,161.866
1692,0,-80.0696,25.125,161.867
1693,0,-79.9485,25.0494,161.926
1694,0,-79.7968,24.9763,161.979
1695,0,-79.6738,24.9721,162.03
1696,0,-79.6209,24.8542,162.013
1697,0,-79.4288,24.8329,162.066
1698,0,-79.3555,24.7584,162.084
1699,0,-79.2583,24.7885,162.152
1700,0,-79.145,24.7496,162.157
1701,0,-79.0521,24.6508,162.157
1702,0,-78.9176,24.5797,162.184
1703,0,-78.8911,24.4291,162.14
1704,0,-78.8367,24.3367,162.119
1705,0,-78.801,24.2805,162.141
1706,0,-78.693,24.2065,162.134
1707,0,-78.5825,24.1201,162.099
1708,0,-78.4852,23.949,162.041
1709,0,-78.3825,23.8194,162.008
1710,0,-78.3757,23.6672,161.948
1711,0,-78.3381,23.5381,161.911
1712,0,-78.222,23.4051,161.895
1713,0,-78.0724,23.259,161.877
1714,0,-77.9898,23.1185,161.88
1715,0,-77.9283,23.0239,161.868
1716,0,-77.7996,22.9101,161.86
1717,0,-77.6718,22.7838,161.872
1718,0,-77.5265,22.6814,161.877
1719,0,-77.472,22.6591,161.886
1720,0,-77.3973,22.6489,161.88
1721,0,-77.3235,22.5798,161.885
1722,0,-77.1725,22.4562,161.866
1723,0,-77.0525,22.3395,161.846
1724,0,-76.9163,22.2384,161.863
1725,0,-76.8132,22.1675,161.872
1726,0,-76.7453,22.1316,161.865
1727,0,-76.674,22.1051,161.863
1728,0,-76.5673,22.0496,161.854
1729,0,-76.3796,21.9572,161.856
1730,0,-76.2997,21.9096,161.855
1731,0,-76.215,21.9093,161.869
1732,0,-76.1826,21.9326,161.849
1733,0,-76.0627,21.9124,161.849
1734,0,-75.9637,21.8707,161.842
1735,0,-75.8824,21.874,161.857
1736,0,-75.851,21.933,161.868
1737,0,-75.7804,21.9558,161.856
1738,0,-75.6302,21.8829,161.877
1739,0,-75.5297,21.7743,161.842
1740,0,-75.4878,21.7669,161.847
1741,0,-75.4625,21.7664,161.86
1742,0,-75.4815,21.805,161.845
1743,0,-75.3375,21.7921,161.855
1744,0,-75.2243,21.7469,161.852
1745,0,-75.1632,21.6919,161.86
1746,0,-75.1653,21.6606,161.852
1747,0,-75.1261,21.6334,161.887
1748,0,-75.1082,21.6034,161.889
1749,0,-75.0617,21.5684,161.914
1750,0,-75.0678,21.5056,161.852
1751,0,-74.8959,21.5322,161.865
1752,0,-74.7996,21.5445,161.891
1753,0,-74.7162,21.5575,161.837
1754,0,-74.6615,21.505,161.817
1755,0,-74.4724,21.5303,161.92
1756,0,-74.3985,21.4631,161.91
1757,0,-74.3591,21.3741,161.896
1758,0,-74.1956,21.3678,161.974
1759,0,-74.1931,21.3051,161.951
1760,0,-74.0329,21.3219,161.976
1761,0,-73.7784,21.3907,162.053
1762,0,-73.609,21.3179,162.077
1763,0,-73.4934,21.2911,162.063
1764,0,-73.2816,21.2589,162.109
1765,0,-73.1178,21.252,162.16
1766,0,-73.0448,21.1631,162.117
1767,0,-72.9263,21.175,162.198
1768,0,-72.8415,21.0488,162.152
1769,0,-72.8177,20.8133,162.072
1770,0,-72.708,20.6971,162.087
1771,0,-72.7407,20.5667,162.012
1772,0,-72.6721,20.5448,162.006
1773,0,-72.5587,20.4938,162.035
1774,0,-72.4554,20.344,161.988
1775,0,-72.3115,20.1996,161.953
1776,0,-72.2385,20.1046,161.925
1777,0,-72.1935,20.0441,161.929
1778,0,-72.1508,20.0596,161.943
1779,0,-72.0519,19.981,161.939
1780,0,-71.938,19.8572,161.908
1781,0,-71.8993,19.7597,161.886
1782,0,-71.8763,19.7231,161.879
1783,0,-71.821,19.7428,161.889
1784,0,-71.6954,19.6181,161.875
1785,0,-71.5756,19.4899,161.857
1786,0,-71.4723,19.4163,161.854
1787,0,-71.4878,19.4145,161.845
1788,0,-71.4299,19.3674,161.881
1789,0,-71.3706,19.3027,161.863
1790,0,-71.2725,19.272,161.872
1791,0,-71.2319,19.2427,161.871
1792,0,-71.0706,19.2015,161.872
1793,0,-70.9633,19.1288,161.867
1794,0,-70.8289,19.0726,161.86
1795,0,-70.7165,18.9856,161.855
1796,0,-70.6418,18.9304,161.859
1797,0,-70.5597,18.8594,161.856
1798,0,-70.5088,18.8299,161.874
1799,0,-70.4349,18.8182,161.879
1800,0,-70.2826,18.7624,161.849
1801,0,-70.15,18.7688,161.841
1802,0,-69.9833,18.7473,161.831
1803,0,-69.9234,18.719,161.839
1804,0,-69.7813,18.6749,161.822
1805,0,-69.6149,18.5941,161.842
1806,0,-69.4887,18.5054,161.828
1807,0,-69.4286,18.4615,161.845
1808,0,-69.3955,18.4655,161.852
1809,0,-69.3012,18.4452,161.832
1810,0,-69.0904,18.3699,161.829
1811,0,-68.9347,18.2686,161.806
1812,0,-68.786,18.2233,161.854
1813,0,-68.7725,18.1683,161.812
1814,0,-68.7301,18.1694,161.865
1815,0,-68.6308,18.1383,161.862
1816,0,-68.4844,18.1163,161.885
1817,0,-68.3922,18.095,161.907
1818,0,-68.405,18.1001,161.88
1819,0,-68.3432,18.121,161.896
1820,0,-68.2568,18.0939,161.902
1821,0,-68.1451,18.0349,161.903
1822,0,-68.049,18.0412,161.938
1823,0,-68.123,17.885,161.829
1824,0,-68.0503,17.8477,161.835
1825,0,-67.9807,17.8209,161.846
1826,0,-67.8357,17.8028,161.843
1827,0,-67.647,17.7533,161.864
1828,0,-67.5645,17.7812,161.852
1829,0,-67.5277,17.825,161.858
1830,0,-67.3153,17.9037,161.956
1831,0,-67.1817,17.8672,161.93
1832,0,-66.9912,17.7776,161.897
1833,0,-66.9265,17.5969,161.829
1834,0,-66.6611,17.6081,161.946
1835,0,-66.6445,17.542,161.929
1836,0,-66.5211,17.4926,161.96
1837,0,-66.3047,17.4622,161.969
1838,0,-66.1843,17.2824,162.002
1839,0,-66.1147,17.3042,161.989
1840,0,-66.0461,17.336,162.028
1841,0,-65.9209,17.3653,162.018
1842,0,-65.7089,17.2948,162.027
1843,0,-65.4717,17.276,162.056
1844,0,-65.4251,17.2308,162.041
1845,0,-65.3171,17.2346,162.086
1846,0,-65.1806,17.2263,162.162
1847,0,-65.0392,17.232,162.202
1848,0,-65.0266,17.1295,162.137
1849,0,-65.014,17.0892,162.117
1850,0,-64.9233,17.1666,162.194
1851,0,-64.7429,17.2848,162.241
1852,0,-64.55,17.2923,162.242
1853,0,-64.3852,17.2595,162.234
1854,0,-64.2963,17.2403,162.243
1855,0,-64.2301,17.2791,162.271
1856,0,-64.1502,17.2412,162.273
1857,0,-63.9427,17.1596,162.265
1858,0,-63.7048,17.119,162.285
1859,0,-63.5247,17.0443,162.243
1860,0,-63.3068,17.1215,162.277
1861,0,-63.0897,17.1372,162.281
1862,0,-62.8465,17.0687,162.259
1863,0,-62.6154,17.062,162.248
1864,0,-62.4599,16.9518,162.23
1865,0,-62.379,16.8078,162.171
1866,0,-62.2572,16.6707,162.18
1867,0,-62.0905,16.5281,162.143
1868,0,-62.0201,16.3276,162.079
1869,0,-61.9756,16.2219,162.063
1870,0,-61.9886,16.2534,162.087
1871,0,-61.9661,16.2646,162.09
1872,0,-61.7709,16.1515,162.061
1873,0,-61.6555,16.0202,162.017
1874,0,-61.5517,15.9421,161.983
1875,0,-61.5547,15.9468,162.001
1876,0,-61.5454,16.0135,162.033
1877,0,-61.4441,15.9149,162.004
1878,0,-61.3669,15.7827,161.949
1879,0,-61.2926,15.7071,161.949
1880,0,-61.2488,15.6449,161.939
1881,0,-61.2375,15.7194,161.981
1882,0,-61.1663,15.7295,161.963
1883,0,-61.0164,15.6035,161.939
1884,0,-60.9009,15.5503,161.906
1885,0,-60.821,15.5714,161.925
1886,0,-60.78,15.5417,161.915
1887,0,-60.7841,15.4942,161.888
1888,0,-60.6917,15.4529,161.894
1889,0,-60.6441,15.2364,161.833
1890,0,-60.5661,15.2063,161.845
1891,0,-60.5045,15.2344,161.864
1892,0,-60.396,15.2173,161.867
1893,0,-60.3554,15.1575,161.834
1894,0,-60.2284,15.1658,161.839
1895,0,-60.0934,15.1611,161.859
1896,0,-59.9083,15.2135,161.881
1897,0,-59.8915,15.1564,161.843
1898,0,-59.7952,15.1585,161.905
1899,0,-59.7618,15.1287,161.885
1900,0,-59.6563,15.1137,161.923
1901,0,-59.5899,14.9955,161.908
1902,0,-59.6983,14.5788,161.762
1903,0,-59.6261,14.5075,161.745
1904,0,-59.4876,14.5296,161.761
1905,0,-59.4429,14.5008,161.746
1906,0,-59.3369,14.4918,161.763
1907,0,-59.0929,14.56,161.857
1908,0,-58.964,14.5316,161.869
1909,0,-58.8736,14.4472,161.824
1910,0,-58.9069,14.3147,161.747
1911,0,-58.663,14.4047,161.868
1912,0,-58.656,14.1917,161.763
1913,0,-58.5159,14.1203,161.762
1914,0,-58.2601,14.2408,161.892
1915,0,-58.1956,14.2217,161.896
1916,0,-58.0348,14.2387,161.948
1917,0,-57.8977,14.1766,161.946
1918,0,-57.7631,14.1581,161.953
1919,0,-57.6531,14.0911,161.96
1920,0,-57.4921,14.0454,161.967
1921,0,-57.2759,13.9303,162.021
1922,0,-57.139,13.8596,162.022
1923,0,-57.0832,13.7897,162.034
1924,0,-56.9045,13.9315,162.172
1925,0,-56.948,13.7744,162.059
1926,0,-56.5604,13.9279,162.239
1927,0,-56.3609,13.9022,162.287
1928,0,-56.2561,13.8453,162.256
1929,0,-56.1347,13.9176,162.287
1930,0,-56.1823,13.7064,162.144
1931,0,-55.8478,13.7915,162.267
1932,0,-55.7566,13.6729,162.218
1933,0,-55.6683,13.5873,162.223
1934,0,-55.4919,13.5758,162.265
1935,0,-55.4562,13.4711,162.235
1936,0,-55.3452,13.4004,162.227
1937,0,-55.2272,13.2813,162.214
1938,0,-55.102,13.164,162.201
1939,0,-55.0095,13.0511,162.201
1940,0,-54.9411,12.9993,162.184
1941,0,-54.9323,12.9144,162.168
1942,0,-54.8544,12.846,162.163
1943,0,-54.7535,12.738,162.124
1944,0,-54.5747,12.6957,162.117
1945,0,-54.4726,12.5973,162.104
1946,0,-54.3875,12.5266,162.098
1947,0,-54.3032,12.46,162.1
1948,0,-54.2154,12.4145,162.056
1949,0,-54.111,12.3124,162.052
1950,0,-54.047,12.2498,162.037
1951,0,-53.9771,12.2005,162.054
1952,0,-53.8636,12.1965,162.056
1953,0,-53.7957,12.1356,162.042
1954,0,-53.711,12.1014,162.046
1955,0,-53.6349,12.1089,162.059
1956,0,-53.5714,12.0786,162.046
1957,0,-53.4957,12.0969,162.072
1958,0,-53.4517,12.0949,162.053
1959,0,-53.3573,11.9901,162.03
1960,0,-53.2639,11.8941,162.039
1961,0,-53.2786,11.8529,162.06
1962,0,-53.2236,11.7653,162.056
1963,0,-53.1749,11.7677,162.056
1964,0,-53.1636,11.7736,162.024
1965,0,-53.1022,11.8457,162.059
1966,0,-53.0238,11.9318,162.089
1967,0,-52.9047,11.948,162.092
1968,0,-52.7038,11.9937,162.116
1969,0,-52.9173,11.5145,161.87
1970,0,-52.7664,11.6809,161.959
1971,0,-52.703,11.6736,161.956
1972,0,-52.8432,11.4642,161.877
1973,0,-52.8497,11.4558,161.88
1974,0,-52.656,11.5954,161.993
1975,0,-52.484,11.5247,161.954
1976,0,-52.3654,11.4914,161.919
1977,0,-52.3179,11.3742,161.908
1978,0,-52.2701,11.3978,161.934
1979,0,-52.2392,11.3467,161.934
1980,0,-52.2663,11.3109,161.948
1981,0,-52.241,11.281,161.958
1982,0,-52.1288,11.3289,161.94
1983,0,-51.9892,11.3076,161.955
1984,0,-51.9421,11.2901,161.921
1985,0,-51.9065,11.3632,161.943
1986,0,-51.8551,11.4163,161.98
1987,0,-51.7282,11.4422,161.985
1988,0,-51.7597,11.135,161.835
1989,0,-51.6423,11.0768,161.805
1990,0,-51.5187,11.053,161.788
1991,0,-51.3751,10.9725,161.784
1992,0,-51.3638,10.9493,161.787
1993,0,-51.2384,11.0467,161.831
1994,0,-51.0714,11.0831,161.821
1995,0,-50.944,11.0495,161.8
1996,0,-50.6808,11.056,161.825
1997,0,-50.5131,11.0601,161.811
1998,0,-50.4149,11.0168,161.799
1999,0,-50.2158,11.0603,161.939
2000,0,-50.2989,10.8714,161.795
2001,0,-50.1647,10.801,161.8
2002,0,-50.0588,10.7204,161.781
2003,0,-49.7762,10.8495,161.908
2004,0,-49.6424,10.8421,161.898
2005,0,-49.4421,10.814,161.922
2006,0,-49.3048,10.7614,161.897
2007,0,-49.1388,10.7872,161.913
2008,0,-48.9945,10.7882,161.916
2009,0,-48.8617,10.8025,161.912
2010,0,-48.7859,10.7799,161.927
2011,0,-48.6749,10.7907,161.969
2012,0,-48.5449,10.7657,161.977
2013,0,-48.4928,10.7654,161.992
2014,0,-48.364,10.8235,161.994
2015,0,-48.254,10.8487,162.001
2016,0,-48.1051,10.892,162.014
2017,0,-47.9733,10.8709,162.027
2018,0,-47.844,10.8657,162.027
2019,0,-47.7295,10.8607,162.033
2020,0,-47.5742,10.8434,162.036
2021,0,-47.3576,10.8223,162.024
2022,0,-47.2182,10.7841,162.059
2023,0,-47.097,10.8004,162.102
2024,0,-47.0943,10.804,162.072
2025,0,-47.018,10.7934,162.05
2026,0,-46.8107,10.7646,162.088
2027,0,-46.6638,10.6848,162.094
2028,0,-46.5823,10.6266,162.1
2029,0,-46.5029,10.5912,162.126
2030,0,-46.3973,10.6385,162.141
2031,0,-46.319,10.5914,162.151
2032,0,-46.211,10.5863,162.168
2033,0,-46.1462,10.6232,162.163
2034,0,-46.0958,10.6519,162.154
2035,0,-45.9727,10.6296,162.138
2036,0,-45.7479,10.6114,162.134
2037,0,-45.6308,10.5943,162.137
2038,0,-45.5751,10.5543,162.145
2039,0,-45.5217,10.5496,162.138
2040,0,-45.4202,10.5115,162.134
2041,0,-45.2347,10.422,162.161
2042,0,-45.1495,10.3714,162.15
2043,0,-45.0895,10.3167,162.141
2044,0,-45.067,10.2924,162.17
2045,0,-45.0585,10.251,162.152
2046,0,-44.9881,10.2517,162.177
2047,0,-44.8994,10.2409,162.148
2048,0,-44.7708,10.203,162.156
2049,0,-44.6736,10.2153,162.136
2050,0,-44.6203,10.1451,162.158
2051,0,-44.5746,10.1871,162.165
2052,0,-44.5441,10.2164,162.166
2053,0,-44.4872,10.2581,162.157
2054,0,-44.3321,10.315,162.146
2055,0,-44.1131,10.2645,162.124
2056,0,-43.861,10.3179,162.195
2057,0,-43.8594,10.2846,162.206
2058,0,-43.8448,10.283,162.209
2059,0,-43.7342,10.3156,162.203
2060,0,-43.6042,10.1499,162.092
2061,0,-43.3759,10.1001,162.08
2062,0,-43.2178,10.1012,162.071
2063,0,-43.1749,10.1323,162.096
2064,0,-43.1526,10.1997,162.096
2065,0,-42.964,10.234,162.109
2066,0,-42.7218,10.1189,162.08
2067,0,-42.9157,9.76698,161.831
2068,0,-42.8676,9.80106,161.84
2069,0,-42.6048,10.0431,162.012
2070,0,-42.663,9.80385,161.839
2071,0,-42.5332,9.74849,161.823
2072,0,-42.3963,9.71456,161.821
2073,0,-42.1112,9.95263,162.057
2074,0,-42.0886,9.94294,162.036
2075,0,-42.0335,9.90987,162.039
2076,0,-41.916,9.88109,162.03
2077,0,-41.3865,10.1476,162.206
2078,0,-41.5071,9.86633,162.041
2079,0,-41.48,9.85363,162.039
2080,0,-41.4251,9.92148,162.064
2081,0,-41.3276,9.93576,162.066
2082,0,-41.1323,9.84423,162.087
2083,0,-41.0051,9.76974,162.063
2084,0,-40.9511,9.73234,162.081
2085,0,-41.0532,9.7733,162.1
2086,0,-41.023,9.8614,162.16
2087,0,-40.8722,9.8659,162.128
2088,0,-40.6722,9.8335,162.124
2089,0,-40.4371,9.84067,162.164
2090,0,-40.3077,9.87293,162.194
2091,0,-40.1836,9.89316,162.218
2092,0,-39.9891,9.82706,162.212
2093,0,-39.7743,9.81563,162.207
2094,0,-39.5456,9.71664,162.207
2095,0,-39.366,9.67826,162.188
2096,0,-39.2717,9.65246,162.204
2097,0,-39.0537,9.68952,162.199
2098,0,-38.8312,9.65462,162.23
2099,0,-38.6596,9.65132,162.233
2100,0,-38.5202,9.6292,162.222
2101,0,-38.3943,9.66894,162.253
2102,0,-38.2604,9.71806,162.259
2103,0,-38.0595,9.72474,162.226
2104,0,-37.8563,9.73219,162.208
2105,0,-37.6834,9.69131,162.225
2106,0,-37.6636,9.6786,162.209
2107,0,-37.6554,9.67163,162.205
2108,0,-37.5076,9.58336,162.194
2109,0,-37.3222,9.51106,162.174
2110,0,-37.2215,9.47806,162.16
2111,0,-37.1564,9.53259,162.18
2112,0,-37.0876,9.59888,162.19
2113,0,-36.9462,9.60586,162.174
2114,0,-36.8686,9.56807,162.163
2115,0,-36.7752,9.54047,162.164
2116,0,-36.7642,9.5825,162.17
2117,0,-36.7552,9.59254,162.187
2118,0,-36.7142,9.57729,162.182
2119,0,-36.6205,9.53088,162.147
2120,0,-36.5742,9.4954,162.138
2121,0,-36.831,9.18881,161.896
2122,0,-36.8665,9.15084,161.898
2123,0,-36.6672,9.38783,162.092
2124,0,-36.6369,9.32778,162.096
2125,0,-36.8631,9.11528,161.922
2126,0,-36.9035,9.13743,161.888
2127,0,-36.655,9.36222,162.088
2128,0,-36.6927,9.36507,162.118
2129,0,-36.909,9.17992,161.93
2130,0,-36.6422,9.42251,162.136
2131,0,-36.5511,9.47403,162.11
2132,0,-36.4551,9.54049,162.116
2133,0,-36.2428,9.67924,162.127
2134,0,-36.0756,9.76051,162.137
2135,0,-35.8601,9.85481,162.17
2136,0,-35.6556,9.91854,162.179
2137,0,-35.3761,9.93435,162.213
2138,0,-35.1595,9.91158,162.18
2139,0,-34.9307,9.92854,162.213
2140,0,-34.7782,9.94023,162.204
2141,0,-34.5634,9.98664,162.178
2142,0,-34.3859,9.97696,162.175
2143,0,-34.1721,10.1042,162.213
2144,0,-34.0765,10.0982,162.197
2145,0,-33.9694,10.1494,162.203
2146,0,-33.896,10.1567,162.194
2147,0,-33.8118,10.1787,162.187
2148,0,-33.7143,10.1489,162.189
2149,0,-33.6612,10.1175,162.179
2150,0,-33.6291,10.1015,162.208
2151,0,-33.6454,10.072,162.186
2152,0,-33.5915,10.0491,162.203
2153,0,-33.5321,10.0528,162.216
2154,0,-33.4981,10.0509,162.187
2155,0,-33.4733,10.0721,162.21
2156,0,-33.4887,10.1043,162.226
2157,0,-33.4403,10.194,162.259
2158,0,-33.3434,10.2795,162.272
2159,0,-33.1538,10.3668,162.287
2160,0,-32.9685,10.4589,162.273
2161,0,-32.883,10.4675,162.274
2162,0,-32.8115,10.501,162.258
2163,0,-32.6581,10.4579,162.289
2164,0,-32.5667,10.4114,162.263
2165,0,-32.3795,10.354,162.289
2166,0,-32.256,10.3415,162.281
2167,0,-32.1047,10.3026,162.283
2168,0,-31.9883,10.367,162.292
2169,0,-31.8003,10.311,162.3
2170,0,-31.5594,10.2355,162.303
2171,0,-31.4344,10.1436,162.291
2172,0,-31.3718,10.1116,162.287
2173,0,-31.2729,10.0715,162.291
2174,0,-31.1157,10.0974,162.284
2175,0,-30.8717,10.08,162.298
2176,0,-30.6485,10.1076,162.323
2177,0,-30.4437,10.1122,162.293
2178,0,-30.2654,10.0755,162.32
2179,0,-30.1547,10.0892,162.32
2180,0,-29.9811,10.0638,162.315
2181,0,-29.7512,9.95925,162.28
2182,0,-29.5827,9.96099,162.297
2183,0,-29.443,9.94296,162.291
2184,0,-29.3432,9.97693,162.266
2185,0,-29.1695,9.93213,162.281
2186,0,-29.0087,9.97525,162.281
2187,0,-28.8449,9.98858,162.273
2188,0,-28.659,10.0021,162.279
2189,0,-28.4976,10.0873,162.299
2190,0,-28.3984,10.1302,162.292
2191,0,-28.238,10.1701,162.29
2192,0,-28.0492,10.1797,162.273
2193,0,-27.8365,10.1515,162.256
2194,0,-27.5433,10.2704,162.338
2195,0,-27.4482,10.2685,162.337
2196,0,-27.3672,10.1375,162.291
2197,0,-27.1934,10.1433,162.294
2198,0,-26.9784,10.156,162.286
2199,0,-26.8045,10.1956,162.319
2200,0,-26.5513,10.2799,162.322
